FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length,OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID,OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
601,212101,4,2,10,10.925999999999998,0,10.925999999999998,271388.60546875,2088.52694346848,598,139702,2,3,5,1.618,0,1.618,9410125.73730469,18627.7045529512,2b559fa4-3e6f-432b-a9e6-05ccd57d2813,597,212101,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212101,2019,58.327,0,58.327,813.158379,0.0,813.158379,No,1999696.84375,5669.3884879703
602,212102,4,2,10,6.997000000000001,0,6.997000000000001,202548.64453125,1806.45257578974,599,139703,2,3,3,4.855,0,4.855,4745805.64581299,11880.0336993831,5f0252fa-b4ac-4118-a67b-9ef94196fcd6,598,212102,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212102,2019,29.357,0,29.357,548.376938,0.0,548.376938,No,1492490.90625,4903.027662330011
603,212202,4,2,1,2.0,0,2.0,301569.4921875,2385.6706882023605,600,139802,2,3,3,0.0,0,0.0,6026425.44732666,13594.2008605414,ed179cc4-3161-41b1-b5ce-cfe019b61c2c,599,212202,4,MacArthur Park NC,1,MacArthur Park NC,2,212202,2019,12.193,0,12.193,152.948498,0.0,152.948498,No,2222590.1796875,6482.19918394169
604,212203,4,2,10,14.100999999999999,0,14.100999999999999,155292.98828125,1659.21591995452,601,272100,5,2,11,13.208,0,13.208,1205174.41430664,4515.37245608806,dbddb1b3-e8d0-40b7-95bf-806fe97b647b,600,212203,4,MacArthur Park NC,10,MacArthur Park NC,2,212203,2019,35.313,0,35.313,860.2809369999999,0.0,860.2809369999999,No,1144521.50292969,4500.992132911911
605,212204,4,2,1,65.237,0,65.237,311396.10546875,2264.8431603333397,602,272202,5,2,11,21.744,0,21.744,308703.666687012,2675.8561728279396,a6e0607e-bc56-4cee-8819-eb3774f1315b,601,212204,4,MacArthur Park NC,1,MacArthur Park NC,2,212204,2019,50.603,0,50.603,614.7826650000001,0.0,614.7826650000001,No,2294624.42382813,6149.61499877192
606,212303,4,2,10,7.0,0,7.0,227347.2890625,1923.23307194401,603,272301,5,2,11,18.107,0,18.107,599678.863464355,3850.7414959371004,f8d8a03b-167c-4ecb-86e1-a3e1911480b0,602,212303,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212303,2019,20.683000000000003,0,20.683000000000003,344.176525,0.0,344.176525,No,1675029.53808594,5218.89417206629
607,212304,4,2,10,4.511,0,4.511,300431.5390625,2322.4350603899898,604,272302,5,2,11,10.546,0,10.546,503451.054016113,3213.00561947729,04618581-5656-4f1f-883a-0b2419093efe,603,212304,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212304,2019,2.331,0,2.331,29.353182,0.0,29.353182,No,2214209.31054688,6305.153775762939
608,212305,4,2,10,13.777999999999999,0,13.777999999999999,157825.3671875,1605.70793322887,605,273100,5,3,11,126.59,0,126.59,1195588.26647949,4615.411598299579,0c3d3315-7c67-4ebf-9230-72496e97bbbb,604,212305,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212305,2019,2.958,0,2.958,70.899141,0.0,70.899141,No,1163231.78027344,4358.26000968752
609,212306,4,2,10,12.232000000000001,0,12.232000000000001,236495.6015625,1958.05211315107,606,273300,5,3,11,123.184,114,237.18400000000003,572895.512634277,3416.78015097276,b6b6f141-8711-4168-8198-1f1675944470,605,212306,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212306,2019,3.427,0,3.427,54.816446,0.0,54.816446,No,1742800.62402344,5316.76946433288
610,212410,4,2,10,2.0,0,2.0,229598.5625,2045.04260499696,607,273402,5,3,11,181.47099999999998,0,181.47099999999998,546080.670715332,3302.0528745935803,5e062e55-1d81-4499-837f-746f0b3632e9,606,212410,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212410,2019,8.958,0,8.958,147.603728,0.0,147.603728,No,1691843.21875,5550.52276302734
611,212420,4,2,10,3.926,0,3.926,209522.87890625,1825.60824899888,608,273502,5,3,11,93.27,0,93.27,552176.528076172,3149.8990884340196,4cdfa302-e617-414b-8718-14b559c2bec7,607,212420,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212420,2019,4.402,0,4.402,79.476382,0.0,79.476382,No,1544127.828125,4956.88981777597
612,212501,4,2,10,2.095,0,2.095,116254.7578125,1402.05286558022,609,273700,5,3,11,10.966,0,10.966,674824.967285156,3255.6611630584603,e9563c45-6e26-46b8-b078-9a0f068e06b3,608,212501,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212501,2019,0.0,0,0.0,0.0,0.0,0.0,No,856604.206054688,3803.6375468951296
613,212502,4,2,10,29.449,0,29.449,416404.859375,3043.5133859431703,610,273800,5,2,11,7.28,0,7.28,735118.7688598629,5000.20828302653,e08d86ba-6af4-46a5-8ab8-cd0b54b7138b,609,212502,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212502,2019,51.16,0,51.16,464.79413,0.0,464.79413,No,3068742.06640625,8256.02687844609
614,212610,4,2,4,14.102,0,14.102,521691.41796875,3083.0413306605897,611,141101,2,3,4,2.0,0,2.0,760416.859985352,3540.29312624669,568f75e9-ff7f-4533-8690-3e762f70fda8,610,212610,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212610,2019,9.396,0,9.396,68.137704,0.0,68.137704,No,3843975.48242188,8377.12041766861
615,212620,4,2,4,2.8080000000000003,0,2.8080000000000003,421546.4296875,2925.47902433433,612,141201,2,3,4,23.513,0,23.513,710246.9020385741,3683.21277903174,50db04eb-97b1-49d3-990c-7a08c36c312d,611,212620,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212620,2019,12.635,0,12.635,113.38408899999999,0.0,113.38408899999999,No,3106538.01074219,7947.56151176552
616,212701,4,2,4,3.903,0,3.903,685875.23828125,3936.5585677805498,613,141202,2,3,4,1.0,0,1.0,698315.329101563,3655.4066362517297,7274278b-142f-4fc9-8985-6bebf2d22ad2,612,212701,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212701,2019,8.0,0,8.0,44.121049,0.0,44.121049,No,5055327.09277344,10687.0313309467
617,212702,4,2,4,3.903,0,3.903,1286264.92578125,4962.09497699235,614,141302,2,3,4,4.294,0,4.294,1279697.921875,5066.95840982492,a8e0005d-5bd1-44b4-a1af-7d9b81fba24f,613,212702,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212702,2019,2.331,0,2.331,6.855775,0.0,6.855775,No,9478696.375,13476.435709431202
618,212800,4,2,10,13.019,0,13.019,1140978.08203125,4322.50569496464,615,141304,2,3,4,1.676,0,1.676,693513.678344727,4217.403365892779,bfadac49-af67-4c1b-ab71-dc910dd7cf0c,614,212800,4,Olympic Park NC,10,Olympic Park NC,2,212800,2019,1.8730000000000002,0,1.8730000000000002,6.209212,0.0,6.209212,No,8409492.68066406,11737.3706737988
619,212900,4,2,10,17.611,0,17.611,545607.87890625,3296.48936747844,616,141400,2,3,5,0.0,0,0.0,1983503.08197021,5877.361907431879,82971f1a-421c-49bb-a8dc-5abbc6db24f3,615,212900,4,Olympic Park NC,10,Olympic Park NC,2,212900,2019,3.915,0,3.915,27.139492999999998,0.0,27.139492999999998,No,4021560.70410156,8954.92570993261
620,213100,4,2,10,17.052,0,17.052,784280.4609375,3870.34727073775,617,141500,2,3,5,1.618,0,1.618,3343703.25866699,9110.29682591194,81edada9-d574-4678-871c-370c657ee7c7,616,213100,4,Olympic Park NC,10,Olympic Park NC,2,213100,2019,21.44,0,21.44,103.399061,0.0,103.399061,No,5780686.5078125,10508.796793588801
621,213201,4,2,10,33.514,0,33.514,489163.15625,3021.11556357612,618,141600,2,3,4,0.0,0,0.0,3856563.2364502,10998.8360579113,8c56dc37-8ac6-48d6-9193-086e0bb6c3a3,617,213201,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,213201,2019,19.81,0,19.81,153.184481,0.0,153.184481,No,3605174.23632813,8208.638632518441
622,213202,4,2,10,1.0,0,1.0,493471.2109375,2996.3451509947,619,141700,2,3,4,0.0,0,0.0,3254759.168396,9212.2236809759,83873edc-7412-451e-b1d4-7b47e3ebf62f,618,213202,4,Olympic Park NC,10,Olympic Park NC,2,213202,2019,10.758,0,10.758,82.454865,0.0,82.454865,No,3637359.57910156,8141.021365155129
623,213310,4,2,1,9.48,0,9.48,455768.48046875,2884.6212818707695,620,143200,2,3,2,7.975,0,7.975,977071.2164916991,4256.78351338912,38ac8f0a-5750-4afc-bb45-feaebda3a1e3,619,213310,4,Pico Union NC,1,Pico Union NC,2,213310,2019,13.655,0,13.655,113.321696,0.0,113.321696,No,3359542.94042969,7825.468714148679
624,213320,4,2,1,19.959,0,19.959,454820.4765625,2894.00761296076,621,143300,2,3,2,5.662000000000001,0,5.662000000000001,1659020.16937256,6052.8616603816,b83eaf5f-d784-45f9-b900-6b413eb8110e,620,213320,4,Pico Union NC,1,Pico Union NC,2,213320,2019,17.311,0,17.311,143.96201000000002,0.0,143.96201000000002,No,3351884.11621094,7849.99212727573
625,213401,4,2,1,6.772,0,6.772,286397.65234375,2328.44392557838,622,143400,2,3,2,4.0,0,4.0,1759354.70812988,6414.07082919543,6747d067-8107-4f82-a0dc-2dcaa29c6fb8,621,213401,4,MacArthur Park NC,1,MacArthur Park NC,2,213401,2019,3.2039999999999997,0,3.2039999999999997,42.317296999999996,0.0,42.317296999999996,No,2110596.85839844,6327.28440404219
626,213402,4,2,1,4.851,0,4.851,572228.76953125,3058.6573655937896,623,143500,2,3,2,0.0,0,0.0,1235727.59869385,5706.05781988211,c48a39de-c21a-4a37-92cc-982e301485e5,622,213402,4,Pico Union NC,1,Pico Union NC,2,213402,2019,9.949,18,27.949,65.760436,118.97556000000002,184.735995,No,4217749.76855469,8305.89619934118
627,214000,4,3,5,11.777000000000001,0,11.777000000000001,1478046.328125,4921.83797186588,624,143602,2,3,2,1.0,0,1.0,1210673.8760376002,5079.165572000129,35b79b18-8b2a-40bf-bc1b-c7274edf294a,623,214000,4,Mid-City West NC,5,Mid-City West NC,3,214000,2019,9.204,0,9.204,23.566876999999998,0.0,23.566876999999998,No,10887749.3984375,13352.326321204298
628,214100,4,3,5,7.734,0,7.734,1619401.359375,5207.290456127829,625,143604,2,3,2,12.399000000000001,0,12.399000000000001,561065.842346191,4099.43903023855,28aa1326-3a1f-4c5a-9389-40ddf71c10ec,624,214100,4,Greater Wilshire NC,5,Greater Wilshire NC,3,214100,2019,4.627,0,4.627,10.813257,0.0,10.813257,No,11929043.0400391,14127.4297305065
629,214400,4,3,5,14.552,0,14.552,503053.35546875,2930.3105373858302,626,143700,2,3,4,11.0,0,11.0,3405086.79840088,9234.77396915592,fa79ca5a-9c0f-41be-b842-b719b5308125,625,214400,4,Mid-City West NC,5,Mid-City West NC,3,214400,2019,8.83,0,8.83,66.434607,0.0,66.434607,No,3705356.24511719,7957.51321181083
630,214501,4,3,4,13.554,0,13.554,1099230.72265625,5172.7786842299,627,143800,2,3,2,5.0,0,5.0,2626673.68823242,9989.677201228249,b98ecdaf-6141-46e2-ba68-c107dca6b167,626,214501,4,Mid-City West NC,4,Mid-City West NC,3,214501,2019,59.905,0,59.905,206.229286,0.0,206.229286,Yes,8098069.63867188,14036.7939869278
631,214502,4,3,4,2.926,0,2.926,377207.83984375,2910.52226387805,628,143901,2,3,2,0.0,0,0.0,5311225.02325439,12570.1630256795,d37ec946-d124-4870-a14b-88fa5b388e66,627,214502,4,Mid-City West NC,4,Mid-City West NC,3,214502,2019,0.0,0,0.0,0.0,0.0,0.0,No,2778978.84765625,7901.934181766129
632,214503,4,3,4,2.0,0,2.0,339388.8125,2573.3070429072895,629,181000,4,1,14,54.31,0,54.31,4118229.63745117,11079.755671026202,475db6ce-3d52-4084-8074-cbd969b07a2a,628,214503,4,Mid-City West NC,4,Mid-City West NC,3,214503,2019,0.0,0,0.0,0.0,0.0,0.0,No,2500639.52832031,6988.6652882423405
633,214600,4,3,5,8.0,0,8.0,849184.8046875,3724.62244363113,630,181300,4,1,14,28.203000000000003,0,28.203000000000003,1416590.31109619,5968.196847225129,f9bd709d-d1f0-40ac-b44f-d50bf9f3e98b,629,214600,4,Mid-City West NC,5,Mid-City West NC,3,214600,2019,13.822000000000001,0,13.822000000000001,61.597211,0.0,61.597211,No,6255868.04296875,10110.232887915101
634,214700,4,3,5,4.703,0,4.703,866815.546875,3766.21227753729,631,181400,4,1,14,27.159000000000002,0,27.159000000000002,891743.492431641,4340.29836129249,d1fd1254-c376-4afc-b23f-f3d0fb2989e8,630,214700,4,Mid-City West NC,5,Mid-City West NC,3,214700,2019,16.3,0,16.3,71.15215400000001,0.0,71.15215400000001,No,6386299.08105469,10225.637953614301
635,214800,4,3,5,6.926,0,6.926,842871.18359375,4147.07654372985,632,181500,4,1,14,40.695,0,40.695,1085103.2621459998,5333.71160747488,54366a8f-412a-4ef1-9009-89f78d685647,631,214800,4,Mid-City West NC,5,Mid-City West NC,3,214800,2019,25.475,0,25.475,114.37487800000001,0.0,114.37487800000001,No,6193758.25488281,11259.1018155259
636,214901,4,3,5,0.0,0,0.0,456874.3203125,2725.57296946531,633,181600,4,1,14,8.846,0,8.846,1238353.78857422,5251.75028333811,0090ac8d-51fc-4be5-97df-93af486b76d0,632,214901,4,Mid-City West NC,5,Mid-City West NC,3,214901,2019,0.0,0,0.0,0.0,0.0,0.0,No,3352201.78417969,7401.820959223109
637,214902,4,3,5,14.389000000000001,0,14.389000000000001,740521.046875,3611.5258486739003,634,183103,4,1,14,47.787,0,47.787,652375.760314941,5715.021070076589,941c1c0c-279c-44c5-9965-81bfc81cdc61,633,214902,4,Mid-City West NC,5,Mid-City West NC,3,214902,2019,13.251,0,13.251,67.71815699999999,0.0,67.71815699999999,No,5458460.69628906,9777.67660361891
638,215101,4,3,4,11.777000000000001,0,11.777000000000001,518597.1953125,3791.47719382818,635,183104,4,1,14,0.0,0,0.0,663042.3984375,5225.5757474783795,2088d3d5-bb18-45a6-8b59-388712596af8,634,215101,4,Mid-City West NC,4,Mid-City West NC,3,215101,2019,10.0,0,10.0,72.957073,0.0,72.957073,No,3821207.15332031,10307.5491874954
639,215102,4,3,4,4.0,0,4.0,376454.43359375,3011.78314226524,636,273902,5,3,11,41.28,0,41.28,923044.69708252,4094.6012251815705,d00e4d52-dc36-4be5-8e8a-7f9588756435,635,215102,4,Mid-City West NC,4,Mid-City West NC,3,215102,2019,3.873,0,3.873,38.926615000000005,0.0,38.926615000000005,No,2774142.97558594,8165.675411569191
640,216100,4,2,4,3.926,0,3.926,985938.12890625,4123.68639641758,637,274100,5,2,11,11.245999999999999,0,11.245999999999999,637111.4895629879,4209.05641688016,a1291895-8954-4b05-89b3-b8028cb8c14e,636,216100,4,Olympic Park NC,4,Olympic Park NC,2,216100,2019,3.0,0,3.0,11.510649,0.0,11.510649,No,7265468.37011719,11195.445528521399
641,216200,4,2,4,3.095,0,3.095,1408613.90234375,5145.156695605329,638,274202,5,3,11,8.82,0,8.82,1092095.72235107,5282.59067823885,3fdc1eeb-6560-4c3c-900e-1829026f9ffc,637,216200,4,Mid-City West NC,4,Mid-City West NC,2,216200,2019,5.83,0,5.83,15.656938,0.0,15.656938,No,10380655.8232422,13967.860692291499
642,216300,4,2,5,1.0,0,1.0,1859246.51171875,6972.714716919089,639,275102,5,2,11,3.5069999999999997,0,3.5069999999999997,635209.588500977,3644.8496300967204,47b21163-b69d-4538-a550-740b61ba73cc,638,216300,4,Mid-City West NC,5,Mid-City West NC,2,216300,2019,4.0,0,4.0,8.139213,0.0,8.139213,No,13702118.591796901,18946.2141360761
643,216401,5,3,5,7.629,0,7.629,598794.84765625,3137.23363019745,640,275200,5,2,11,8.333,0,8.333,464672.153808594,3208.9033751080897,b286d6ef-a6be-4f3e-b133-eb9f9e75bd29,639,216401,5,South Robertson NC,5,South Robertson NC,3,216401,2019,5.0,0,5.0,31.587677000000003,0.0,31.587677000000003,No,4404845.02539063,8619.96162813147
644,216402,5,3,5,1.0,0,1.0,335152.1484375,2357.0943364611,641,275302,5,2,11,20.656999999999996,0,20.656999999999996,1784676.54650879,5422.539727098821,8ded5ab9-088b-49aa-b102-fe9f94cd10c4,640,216402,5,South Robertson NC,5,South Robertson NC,3,216402,2019,1.0,0,1.0,11.288335,0.0,11.288335,No,2430894.65039063,6340.29434002143
645,216700,4,2,10,3.616,0,3.616,1136029.51953125,4313.94525849097,642,275311,5,2,11,26.005,0,26.005,1278883.17358398,5185.2799626062,b65f62a8-a84d-4202-88c4-07710905a55a,641,216700,4,P.I.C.O. NC,10,P.I.C.O. NC,2,216700,2019,5.535,0,5.535,18.427505,0.0,18.427505,No,8374263.1015625,11709.750696478999
646,216800,4,2,5,10.517000000000001,0,10.517000000000001,1080571.84765625,4252.02193075806,643,275500,5,2,11,99.073,0,99.073,787028.313537598,3544.0816392542997,03ff833e-f66e-40fc-952f-8f6e022c2bbd,642,216800,4,P.I.C.O. NC,5,P.I.C.O. NC,2,216800,2019,12.364,0,12.364,43.283438000000004,0.0,43.283438000000004,No,7963514.47265625,11548.3350876465
647,216900,4,2,10,26.204,0,26.204,1598428.19140625,5561.89142812255,644,275602,5,2,11,25.112,0,25.112,2605791.08117676,8580.61415264317,22e3f9bb-55eb-46aa-91bd-4dc64697375d,643,216900,4,P.I.C.O. NC,10,P.I.C.O. NC,2,216900,2019,2.0,0,2.0,4.732524,0.0,4.732524,No,11780975.7841797,15088.302665087
648,217001,5,2,5,3.926,0,3.926,801096.51953125,4032.5877534633705,645,275603,5,2,11,37.275999999999996,0,37.275999999999996,1043481.31719971,5094.70761823859,1ffa4850-6992-440a-a6aa-b9410204c17e,644,217001,5,South Robertson NC,5,South Robertson NC,2,217001,2019,6.228,0,6.228,29.40662,0.0,29.40662,No,5904605.765625,10942.0371273922
649,217002,5,2,5,32.431,0,32.431,1126406.85546875,4251.0670295829605,646,276000,5,2,11,2.8310000000000004,0,2.8310000000000004,2358681.09625244,6865.90505196083,0872b0eb-80f5-4959-8cf1-b2457b025702,645,217002,5,South Robertson NC,5,South Robertson NC,2,217002,2019,9.525,0,9.525,31.983168,0.0,31.983168,No,8302027.15039063,11538.463941272299
650,217100,4,2,10,8.285,0,8.285,1311117.28125,4754.9538966398995,647,276100,5,2,11,4.0,0,4.0,968036.892150879,7800.123137317491,580ca143-1aa9-4476-a169-3d71202a8f89,646,217100,4,P.I.C.O. NC,10,P.I.C.O. NC,2,217100,2019,3.0,0,3.0,8.654173,0.0,8.654173,No,9664033.61230469,12909.1154328922
651,217200,4,2,10,1.0,0,1.0,1342135.1640625,5523.177932036179,648,276500,5,2,11,7.662000000000001,16,23.662,1196812.13604736,4685.94752841024,3c453370-cce9-4f56-9a28-4a86743cd1c2,647,217200,4,Olympic Park NC,10,Olympic Park NC,2,217200,2019,20.930999999999997,0,20.930999999999997,58.985606000000004,0.0,58.985606000000004,No,9892927.26660156,15006.514984411999
652,218110,4,2,10,22.89,17,39.89,874049.890625,4697.30732827133,649,276601,5,4,11,29.537,0,29.537,2245103.39086914,7044.02955506495,c0d3ad9d-717e-40d9-bfff-26b216a5a235,648,218110,4,United Neighborhoods NC,10,United Neighborhoods NC,2,218110,2019,3.958,0,3.958,17.125270999999998,0.0,17.125270999999998,No,6442942.65722656,12759.3174982977
653,218120,4,2,10,58.831,14,72.831,650063.12109375,3273.9797406182397,650,276604,5,4,11,13.967,0,13.967,840637.1135864259,4730.5714311989395,387dea1b-f7eb-4b78-8442-7677b44ea2d4,649,218120,4,United Neighborhoods NC,10,United Neighborhoods NC,2,218120,2019,9.6,25,34.6,55.847764,145.43688600000002,201.28465,No,4792431.83496094,8884.342121226031
654,218210,4,2,10,4.19,0,4.19,567221.3828125,3230.52557005841,651,277000,5,2,11,6.337999999999999,0,6.337999999999999,2280722.77575684,6625.6465674091105,959b9865-8523-4974-affa-37c73a26cb66,650,218210,4,Mid City NC,10,Mid City NC,2,218210,2019,0.0,0,0.0,0.0,0.0,0.0,No,4181467.20703125,8771.428999645259
655,218220,4,2,10,8.902999999999999,0,8.902999999999999,982336.64453125,4301.00828937953,652,277100,5,2,11,0.0,0,0.0,1260353.98413086,4511.71128006764,eb976235-70b2-49ef-9739-4ce34a48ff1f,651,218220,4,Mid City NC,10,Mid City NC,2,218220,2019,11.130999999999998,0,11.130999999999998,42.851143,0.0,42.851143,No,7241468.8203125,11685.618447126599
656,218300,4,2,10,24.101999999999997,0,24.101999999999997,1315251.328125,6371.197159698349,653,277400,5,2,11,118.884,0,118.884,638855.438537598,3184.60888658967,cc3202ca-d532-439c-98fe-92367484b371,652,218300,4,Mid City NC,10,Mid City NC,2,218300,2019,13.077,24,37.077,37.598993,69.00480400000001,106.603797,No,9696634.68847656,17312.5053108968
657,218400,6,2,10,20.949,0,20.949,958664.4765625,4484.418574700229,654,278001,5,2,11,33.516,0,33.516,1598173.49951172,7298.13481524833,56ca41b0-ae1e-4900-878b-6607cfed8902,653,218400,6,Mid City NC,10,Mid City NC,2,218400,2019,24.873,0,24.873,98.1032,0.0,98.1032,No,7068024.83691406,12186.678408925
658,218500,6,2,10,11.558,18,29.558000000000003,764271.63671875,4067.27164763654,655,278102,5,4,11,22.461,0,22.461,1781909.96972656,7974.14392895572,23ff3b99-cae7-4045-9df8-5e3c81c11213,654,218500,6,Mid City NC,10,Mid City NC,2,218500,2019,17.062,45,62.062,84.412951,222.634088,307.04704,No,5634984.57324219,11049.3194067051
659,218600,6,2,10,2.095,0,2.095,628315.5078125,3309.06403278812,656,291110,8,2,15,11.686,0,11.686,711124.8061523441,3521.5261353092897,4fac7615-45b3-4501-b022-67a43cb5badd,655,218600,6,Mid City NC,10,Mid City NC,2,218600,2019,1.844,0,1.844,11.097045,0.0,11.097045,No,4632637.64160156,8989.24635179727
660,218701,6,2,10,8.211,0,8.211,802821.05078125,3932.4745799662896,657,291130,8,2,15,6.83,0,6.83,1287254.95947266,4757.05574388814,14c4cb31-fe1b-4c67-ab1b-d76ab2ff4ece,656,218701,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218701,2019,10.856,0,10.856,51.13028,0.0,51.13028,No,5919040.18066406,10687.1942476928
661,218702,6,2,10,14.404000000000002,0,14.404000000000002,525038.13671875,3783.8403247545098,658,291210,8,2,15,6.135,0,6.135,1245253.33270264,4742.62083544239,19b7f616-8ca6-4f73-b422-319a0e627d60,657,218702,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218702,2019,20.128,11,31.128,144.9418,79.211039,224.15284,No,3871602.24121094,10284.909393579399
662,218800,6,2,10,30.906999999999996,0,30.906999999999996,600973.359375,3313.6975023131895,659,291220,8,2,15,20.014,0,20.014,813173.645141602,3753.76299193906,be0d5785-39bb-436a-a801-56faa7418ecb,658,218800,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218800,2019,7.936,0,7.936,49.931796000000006,0.0,49.931796000000006,No,4430752.12695313,9004.94026115497
663,218900,6,2,10,29.256,0,29.256,1026797.828125,4234.78145062502,660,291300,8,2,15,62.203,0,62.203,2450816.60437012,9367.74345812756,6c1b10a7-cb95-414e-a327-8cfd894d33ef,659,218900,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218900,2019,2.784,0,2.784,10.250895,0.0,10.250895,No,7571290.82324219,11505.7634719456
